newspaper,publishing_date,page,article_title,content,notes_id,notes_en
Soera Oemoem,1946-12-25,2,Sarapan,"Sarapan
Brani kepedalaman?
Ini hari Bang Doel dikabarin oleh Aneta, bahwa pemerintah Indonesia soedah kasih kesempetan kepada rahajat asing boeat pergi kepedalaman. Asal sadja orang ini mendapat izin paspor dari Kementerian Loear Negeri Repoeblik.
Membatja kabar ini, bang Doel inget sama oetjapan2 sobat doeloe. Sobat2 itoe pernah berkaok 'soenggoeh mati saja tidak maoe lihat Repoeblik"". Sesab katanja repoeblik grombolan rampok………
Tapi Bang Doel djoega inget riwajat banjak negeri Toerki oempamanja, waktoe dia moelai brontak membentoek pemerentahan baroe dan oesirin orang2 asing jang maoe koeasa disana orang2 seloeroeh doenia jang akoein dirinja sopan kataken Kemal ""rebel"" alias ""peroesoeh"". Tapi rebel ini roepanja koeat dan toedjoean loehoer, ja sekarang tidak ada jang berani kataken ""rebel"", kalau tidak maoe diboengkem oleh pemoeda Toerki Baroe.
Sekarang kementerian negeri diakoein djoega,......... deh.
BANG DOEL.",,"=AI(""Please translate to english, do not translate inside doble quotes"",F846)"
Soera Oemoem,1947-01-10,1,Soekarno terima kasih pada Malaya,"Soekarno terima kasih pada Malaya
Djakarta 10 Jan:
“THE Sunday Times"" dari Singapore memoeat berita tentang terima kasihnja Presiden Soekarno atas beberapa simpathy rakjat Malaya sebagai mana telah kerap kali dimoeatkan dalam soerat2 kabar Indonesia.
Berita itoe berboenji sbb: ""Indonesia jang koeat dan jang mentjintai perdamaian oentoek mana saja bekerdja dan berdjoeang, kata presiden Soekarno, dalam pesanannja kepada rakjat Malaya, haroes dan akan menjoembangkan tenaganja oentoek perdamaian dan keamanan negara tetangganja.""
""Indonesia demikian kata Presiden Soekarno-sangat berterima kasih pada Malaya oentoek pernjataan simpathynja kepada repoeblik dan oleh sebab itoe presiden Soekarno menjampaikan salamnja kepada rakjat Malaya dalam salam nasionalnja: ""Merdeka"". Pesanan Ir. Soekarno ini dibawa oleh Charles Thambu bekas anggota redaksi ""Tribune"" jang sekarang mendjabat pegawai tinggi repoeblik Indonesia di Malaya.
",,"=AI(""Please translate to english, do not translate inside doble quotes"",F847)"
Kedaulatan Rakjat,1951-08-06,2,121. 209 telah dapat tjatjar,"Dari Djawatan kesehatan Daerah Istimewa Jogjakarta didapat keterangan, bahwa dalam kwartal pertama dan kedua tahun 1951 ini, djumlah penduduk dari 14 Distrik Tjatjar seluruh Djogjakarta jang sudah mendapat suntikan anti tjatjar ada 121.209 djiwa.                                Bagi tahun 1950 jang baru lalu sudah dapat ditjatjar sebanjak 1.027.239 djiwa. Lebih landjut dapat diterangkan, bahwa keinsjafan penduduk akan bahaja tjatjar sekarang ini lebih baik dari tahun2 jang lalu, sehingga bahaja jang hebat itu dapat dihindarkan. Jang paling baik perhatian penduduk dari 14 distrik tersebut adalah di Bantul. Dari djumlah penduduk 201. 554 djiwa jang ditjatjar 2294 orang. Menurut laporan dari Kementerian Kesehatan di Djakarta, seluruh Indonesia, baru Jogjakarta sadjalah jang baik sekali dalam mengerdjakan suntikan anti wabah tjatjar. Sedang veccine2 tersebut dibikin dari Labolatorium Kementerian Kesehatan di Ngasem, Jogjakarta.",,"=AI(""Please translate to english, do not translate inside doble quotes"",F848)"
Duta Pantjasila,1959-07-01,1,Seorang anak patah tulang rusuknja akibat tubrukan sebuah jeep rusia,"Seorang anak Sekolah Rakjat kelas V umur 12 tahun dari. S.R. Labuang Badji djam 1 telah ditabrak oleh oto Jeep Rusia di Djalan Dr. Ratulangi dimuka Pendjahitan Sederhana.
Akibat darı pada tubrukan itu. anak tsb menderita luka2 parah dibetisnja dan giginja hantjur serta tiga tulang rusuknja patah dan ketika diangkut kerumah sakit Labuang Badji dalam keadaan Pinsang.
Sebabnja peristiwa ini adalah ketika anak tersebut menggontjeng guru Wanita menudju ke S.R. Labuang Badji dari djurusan Djongaja, Tiba dimuka Pendjahitan Sederhana tiba2 ditubruk oleh Jeep Rusia jang datangnja dari djurusan Utara, sehingga anak tersebut terlempar kebawah oto dan sepedanja hantjur karena kagetnja anak itu, sedangkan guru wanita jang digontjengnja itu dapat menghindarkan diri dari bahaja tubrukan itu sebelum oto menubruk anak dan sepeda jang menggontjengnja itu.
Demikianlah keterangan jang diperoleh dari Rumah Sakit Labuang Badji kemarin petang,",,"=AI(""Please translate to english, do not translate inside doble quotes"",F849)"
Duta Masjarakat,1965-03-08,2,Ruangan VIP Kemajoan Digunakan Untuk Kepala Negara ,"Bagian Hubungan Masjarakat PN-Angkampura mengumumkan bahwa ruangan VIP-Room dilapangan udara internasional Kemajoran terhitung mulai tanggal 6 Maret 1905, dipergunakan sebagai ruangan chusus bagi kepala negara.
Penggunaan chusus ruangan VIP-Room tsb adalah berdasarkan surat keputusan Menteri Perhubungan Udara tanggal 3 Pebruari 1965.
Berhubung dengan itu maka ruangan VIP-Room baru dipindahkan keruangan tunggu penumpang dalam negeri incoming domestic passengers)
Tanggung djawab atas perawatan, pengurusan dan penggunaan VIP Room chusus bagi kepala negara itu, diserahkan kepada Sekretariat Negara. sedangkan PN Anglosapura bertanggung djewab atas perawatan pengusan ruangan VIP-Room Jang baru dan penggunaannja diatur bersama dengan Biro Protokol Departemen Luar Negeri.
Selama VIP-Room baru belum selesai maks untuk sementara dipergunakan ruangan tertutup dalam ruangan tunggu penumpang dalam neger (out ing domestic passengers).",,"=AI(""Please translate to english, do not translate inside doble quotes"",F850)"
Soera Oemoem,1946-12-25,1,PERDJOEANGAN RAKJAT KALIMANTAN DI TANAH MELAYU DAN SIAM,"PERDJOEANGAN RAKJAT KALIMANTAN DI TANAH MELAYU DAN SIAM
RAKJAT jang berasal dari Kalimantan jang soedah toeroen temoeroen tinggal di Tanah Melayu beroesaha segiatanja oentoek menginsjafkan golongannja moelai dari Singapoera hingga ketanah Siam oentoek mewoedjoedkan satoe kehendak jang boelat soepaja Kalimantan diakoei kemerdekaannja dengan tidak diasingkan dari Negara Repoeblik Indonesia.
Den Passer, 24 Des.:
C. H. Cambell.
WAKIL REPOEBLIK DI AUSTRALIA.
Djakarta, 24 Des. (Antara):
MENOEROET komoenike Kementerian Penerangan Menteri Loear Negeri Repoeblik Indonesia pada tg. 21 Des. telah mengangkat toean C. H. Cambell sebagai Temporary Trade Commissioner (Wakil Perniagaan oentoek sementara waktoe) dari Repoeblik Indonesia di Australia.
Kewadjiban toean ini ialah memberi pertolongan dan perlindoengan kepada warga Negara Repoeblik Indonesia jang berdagang di Australia. Alamatnja: Box 4508 G. P. O. Sydney New South Wales Australia.",,"=AI(""Please translate to english, do not translate inside doble quotes"",F851)"
Kedaulatan Rakjat,1954-11-23,1,Persiapan2 Djambore Nasional,"Oleh Panitsa Digatoire Nasional jang diketuai oleh Sudiro Walikota Djakarta Raj daripada dilangsungkan reuni daripada bekas2 pandu jang dilangsungkan disalah satu ruangan Universtit Indonesia diantara sekian ratus bekas panjang hadir tampak puisi Mr Sunarja Menteri Luar Negeri Prof Sutarman dari Universitit indonesiasia, Bung Tom Ketua Umum Partai rakjat Indonesia dan beberapa bekas pandu itu diharapkan untuk membantu tenaga dan pikiran dalam menjelenggarakan djambore nasional pada tanggal 17 agustus jang akan datang demikiran sudiro. Dalam pada itu pula Djambore jang akan datang diharapkan hadir dari tiap2 Propinsi sebanjak 500 pandu. demikian pula diharapkan agar djuga datang pandu dari luar negeri. Mengingat pentingnja Djambore jang akan datang itu, maka pada para bekas pasti diminta mobilisasikan tenaganja pertama untuk menggiatkan kehidupan kepanduan dan ikut aktif dalam persiapan dan penyelenggaraan Djambore Nasional  -Ant",,"=AI(""Please translate to english, do not translate inside doble quotes"",F852)"
Soera Oemoem,1946-12-21,1,Seroean pada Mahasiswa Indonesia - Dari Markas Besar Kongres Peladjar seloeroeh India,"Seroean pada Mahasiswa Indonesia
Dari Markas Besar Kongres Peladjar seloeroeh India
Singapoera, 20 Des. (Antara):
SEBAGAIMANA diberitakan, pada penghabisan Desember ini satoe persidangan mahasiswa se-Asia akan dilangsoengkan di Lahore, jang akan dihadiri oleh wakil2 mahasiswa dari berbagai2 negara di Asia, termasoek djoega Indonesia.
Toean K.K. Vedi, wakil mahasiswa India jang sekarang ada di Singapoera, telah menerima seroean dari Markas Besar Kongres Mahasiswa India oentoek disampaikan sebagai oendangan kepada seloeroeh mahasiswa Asia.
Dengan perantaraan ""Antara"" toean K.K. Vedi minta disampaikan seroean itoe kepada sekalian mahasiswa Indonesia jang lengkapnja sebagai berikoet:
""Kami sampaikan seroean ini kepada seloeroeh mahasiswa Asia tidak pandang bangsa, agama atau bahasa.
Kami pertjaja bahwa ini akan meroepakan seroean langsoeng jang pertama sekali dihadapkan oleh satoe bangsa Asia kepada lainnja. Dengan seroean ini kami 
",,"=AI(""Please translate to english, do not translate inside doble quotes"",F853)"
Kedaulatan Rakjat,1954-11-23,2,KURSUS KADER PII DJAWA TENGAH SELESAI,"Hari Sabtu tanggal 20 Nopember 1954 jl. Kursus Kader ""Peladjar Islam Indonesia"" (PII) wilajah Djawa Tengah jang berlangsung sedjak tgl. 10 Nopember 1954 di Jogjakarta telah berachir dengan sebuah Resepso Penutupan bertempat di Gedung Masjumi Wilajah Jogjakarta djl. Ngabean 40. Selain para pengikut Kursus funksionaris PB. PII dan PII Daerah Djabang Kota Jogjakarta, hadir djuga Guru2 kjai A. Ghaffar Ismail dari Pekalongan dan Zainuddin Rusdiman dari Penerangan Masjumi Wilajah Jogjakarta. Dalam resepsi ini diadakan upatjara pelatikan anggauta Kader PII dari seluruh pengikut Kursus jang didahului oleh pembatjaan sumpah Kader dan penjerahan tanda anggauta Kader PII. Dalam pertemuan tersebut berbitjara Sdr. Imam Suhadi. Ktua Bagian Kader Pusat, sdr. Ridwan Hasjim sebagai wakil para guru dan sdr. Hamilah Wijosumantri Ketua III Pengurus Besar PII sebagai wakil PB PII. Malam resepsi ini dilandjutkan dengan malam gembira sampai djam malam. ",,"=AI(""Please translate to english, do not translate inside doble quotes"",F854)"
Duta Masjarakat,1965-08-28,1,Gubernur Kepala Daerah Djawa Barat : Djangan Mau Djadi Amtenar Sadja,"Gubernur Kepala Daerah Djawa Barat, Brigdjen Mashudi: mengandjurkan kepada para pegawai agar djangan mengharapkan djadi amtenar sadja tetapi djuga harus bersedia menjumbangkan tenaganja bagi bangsa dan negara dengan tangan jang kotor misalnja berani diinja. 

Dengan tangan jang kotor itu kita akan menggali kekajaan bumi kita demi untuk mentjiptakan masjarakat Sosialis Indonesia masjarakat adil dan makmur. 

Hal ini dikemukakan oleh Gubernur Kepala Daerah Djawa Barat, Brigdjen Mashudi tatkala ia meresmikan Sekolah Pertanian Menengah Atas (SPMA) Tasikmalaja, Selasa siang. 

Gubernur kepala Daerah Djawa Barat dalam amanatnja itu mengemukakan lagi tentang pentingnja dirobahnja struktur masjarakat desa dari agraris ke industri dan diharapkan agar setiap desa bisa berdikari disegala bidang. Dikemukakan bahwa desa adalah landasan untuk melaksanakan Sosialisme Indonesia dan karena itu dari sekarang harus berusahan untuk berdikari.

",,"=AI(""Please translate to english, do not translate inside doble quotes"",F855)"
Soera Oemoem,1947-02-13,2,Sarapan,"Sarapan
Di Paris memang lain dengan di Djakarta Kaoem wartawan jang mogok di Paris, mogok karena minta naik gadji. Tetapi di Djakarta lebih tinggi deradjatnja pemogokan itoe. Di Djakarta, kalau kaoem wartawan tidak boleh maki2 atau menghantam fihak sana, wartawan itoe maoe mogok, soepaja pemerintahnja kasi djalan boeat hantam lagi! Perbédaannja; di Paris peroet jang menoentoet, tetapi di Indonesia péna jang menoentoet.
Boeat peroet djoernalis, Mr. toenggoe bagaimana nanti pekerdjaan menteri beras Dr. Soedarsono, walaupoen sekarang gigi djoernalis kadang2 soedah moelai nganggoer!
SERENTA ada kabar ""djalan boentoe"" karena Linggardjati soekar oentoek ditanda tangani, roepanja djalan masoek boeat beras ke Djakarta dari pedalaman djoega maoe boentoe.
Boektinja, harga beras selaloe balapan naik. Tapi moedah2an djalan boentoe boeat beras jang masoek ke Djakarta sebeloem politik boentoe betoel, bisa ditemboes oleh toean Dr. menteri beras.
",,"=AI(""Please translate to english, do not translate inside doble quotes"",F856)"
Duta Masjarakat,1963-12-07,1,Masih Berkabung?,"Djakarta, 7 Des (DM), - Meskipun masa berkabung untuk mengenang tokoh2 nasional seperti Pa Djuanda dan Pak Subandrio telah lewat, dan meskipun masa berkabung jg resmi dari pemerintah (5 hari) untuk mengenang arwah mendiang Presiden Kennedy telah lama djuga berakhir, namun ada orang jg untuk alasan2 jg masih belum djelas masih dalam keadaan berkabung dengan mengibarkan bendera Merah Putih setengah tiang. Disepandjang djalan Madjapahit di ibukota ini, misalnja deoko2 ""Oekon"", ""Ardjuna"", ""The Little Shope"" dan ""Radja Farma"" sampai saat ini siang dan malam terus mengibarkan bendera setengah tiang. Apakah ini berarti mereka akan berkabung terus selama satu bulan penuh untuk arwah Kennedy, seperti jang diandjurkan oleh Pemerintah Amerika untuk kantor2nja diseluruh dunia? Apakah mereka itu berkabung karena alasan lain atau tak ambil pusing sama bendera. Ataukah memang ketinggalan pasaran dalam pembertaan2 dan penerangan, wallahualam basawah!",,"=AI(""Please translate to english, do not translate inside doble quotes"",F857)"
Soera Oemoem,1947-02-12,1,Serawak menghendaki Kemerdekaan,"Serawak menghendaki Kemerdekaan
Singapoera, 11 Pebr. (Antara):
PADA satoe konperensi pada hari Sabtoe jang laloe dengan wakil2 Persatoean Nasional Serawak Melajoe, jang sekarang ada di Singapoera oentoek mengoendjoengi Radja-Moeda-Serawak, Anthony Brook, para wakil itoe mengatakan, bahwa mereka tidak langsoeng menentang tindakan Pemerintah linggeris jang menggaboengkan Serawak kedalam Keradjaan Inggeris, tetapi mereka hanja mentjari djaminan, jg. rakjat Serawak akan diminta pertimbangan tentang kedoedoekan negerinja dibelakang hari.
Dalam pada itoe, Sk. ""Oetoesan Melajoe"" mengabarkan, bahwa Ketoea Persatoean Kebangsaan Serawak Melajoe, Abang Hadji Zaini menerangkan, bahwa 95% dari pendoedoek Serawak menghendaki Kemerdekaan.
Selandjoetnja ""Oetoesan Melajoe"" memberi komentar tentang soal Serawak, dan meminta Inggeris akan memeriksa kembali soal ini, dan beroesaha lagi merapatkan perhabatan artara Inggeris dan Serawak atas dasar alliansi.",,"=AI(""Please translate to english, do not translate inside doble quotes"",F858)"
Duta Pantjasila,1959-01-001,2,MANSJUR IBRAHIM PERNAH DIUTUS KAHAR MUZAKAR Untuk menemui Presiden Sukarno,"Makassar, (Antara). Mansjur Ibrahim. Kapten"" DI/TII jang seperti telah diberitakan telah tertangkap oleh alat negara di pulau Kodingareng (salah satu pulau dimuka pantai Makassar) dalam pengakuannja dimuka pihak jang berwadjib telah membentangkan tugas2 utama jang bebankan Kahar Muzakar ke padanja.
Dikatakan, bahwa sesuai dgn penetapan Kahar, dia ditugaskan untuk mengorganiseer suatu organisasi jang disebut Badjak (Barisan Anti Djawa Komunis) jang sampai pada saat tertang kapnja, masih dalam taraf penjusunan dan belum berhasil melaksanakan apa2.
Dalam tugasnja itu dikatakan pula, bahwa ia pernah diutus Kahar Muzakar untuk mengadakan hubungan dengan Pemerintah Presiden Sukarno untuk merealiseer understading antara Pemerintah Pusat dengan Kahar Muzakar
Tapi usahanja ini tidak berhasil oleh karena setibanja di Djakarta. Bung Karno sedang berada diluar kota. Didjelaskannja bahwa pada waktu diutus itu dia belum resmi mendjadi anggota DI/TII.",,"=AI(""Please translate to english, do not translate inside doble quotes"",F859)"
Soera Oemoem,1947-02-14,1,"Notulen Naskah
DELEGASI INDONESIA DISALAHΚΑΝ.","Notulen Naskah
DELEGASI INDONESIA DISALAHΚΑΝ.
Djakarta, 13/2
S K. ""Trouw"" mengabarkan, bahwa Mr. M.B. v/d. Hoeven ketika berbitjara di moeka perkoempoelan-pemilihan anti Revoloesioiner di Amsterdam telah mengoepas bagaimana sampai tersiarnja notulen2 rahasia dari pembitjaraan-pembitjaraan antara Komisi Djenderal dan delegasi Indonesia, demikian berita Kantor Pekabaran Belanda dari Amsterdam.
Menoeroet v/d Hoeven, notulen tsb. oleh anggota2 delegasi Indonesia telah diserahkan Kepada orang2 Belanda di ""Hindia"" jang kemoedian meneroeskannja lagi ke negeri Belanda.
Di negeri Belanda notulen tsb. diperiksa oleh 4 orang Djoeris ig. sesoedah mempeladjarinja berpendapat, bahwa Menteri Jonkman telah dapat pendjelasan jg. keliroe ketika ia menerangkan, bahwa notujen itoe dengan tjara mengorek2 disimpoelkan dalam pendjelasan2 Komisi Djenderal dan keterangan Pemerintah. Sesoedah itoe notulen2 tsb. disampaikan kepada soerat2 kabar oentoek disiarkan.
",,"=AI(""Please translate to english, do not translate inside doble quotes"",F860)"
Kedaulatan Rakjat,1954-09-01,2,DENDAM,"Semalam kira2 djam 07.00 di tetek kreta api Tugu terdjadi keributan jg disebabkan oleh segerombolan pemuda memukul sorang pemuda dari Pakuningratan bernama S. menurut pemeriksaan polisi peristiwa itu disebabkan perasaan dendam.                                  Menurut keterangan mereka beberapa hari jang lalu, seorang perempuan kawan mereka dipukuli oleh seorang pemuda dari Bangiredjo jang disebut mereka ,,Bumidjo"". Pun beberapa waktu jang telah lampau djuga telah pernah terdjadi pemukulan atas salah seorang kawan lainnja jg menurut pendapatnja tidak dgn alasan. Oleh karena itu pemuda2 itu menaruh dendam pada Bumidjo tsb berserta 2 orang kawannja. Pemuda jang dipukuli dengan temannja jg bernama Sn. lari ke KMK untuk minta perlindungan. Sesudah pihak polisi bertindak. S dan Sn. berserta para penjerang dibawa kekantor Seksi II Balapan untuk diperiksa lebih lanjdut. Kemudian sebagai pertanggung djawab atas peristiwa 3 pemuda pemukul ditahan. ",,"=AI(""Please translate to english, do not translate inside doble quotes"",F861)"
